time	V(n001)	V(n002)	V(n003)
8.031656099633759e-003	2.113250e-002	1.172409e+000	4.976335e-001
8.041421724633759e-003	4.573494e-002	1.171060e+000	4.973522e-001
8.051187349633759e-003	7.943073e-002	1.169721e+000	4.970629e-001
8.060952974633759e-003	1.218988e-001	1.168391e+000	4.967662e-001
8.070718599633759e-003	1.727344e-001	1.167069e+000	4.964625e-001
8.080484224633758e-003	2.314532e-001	1.165756e+000	4.961521e-001
8.090249849633758e-003	2.974955e-001	1.164450e+000	4.958355e-001
8.100015474633758e-003	3.702322e-001	1.163152e+000	4.955129e-001
8.109781099633758e-003	4.489700e-001	1.161862e+000	4.951847e-001
8.119546724633758e-003	5.329587e-001	1.160578e+000	4.948511e-001
8.129312349633757e-003	6.213979e-001	1.159301e+000	4.945126e-001
8.148843599633757e-003	8.082225e-001	1.156765e+000	4.938213e-001
8.178140474633756e-003	1.099829e+000	1.153005e+000	4.927525e-001
8.207437349633756e-003	1.382929e+000	1.149293e+000	4.916503e-001
8.217202974633756e-003	1.471174e+000	1.148065e+000	4.912762e-001
8.226968599633755e-003	1.554929e+000	1.146842e+000	4.908991e-001
8.236734224633755e-003	1.633395e+000	1.145624e+000	4.905191e-001
8.246499849633755e-003	1.705827e+000	1.144415e+000	4.901363e-001
8.256265474633755e-003	1.771532e+000	1.143262e+000	4.897510e-001
8.266031099633754e-003	1.829885e+000	1.142494e+000	4.893640e-001
8.275796724633754e-003	1.880330e+000	1.143529e+000	4.889794e-001
8.285562349633754e-003	1.922387e+000	1.149391e+000	4.886133e-001
8.295327974633754e-003	1.955653e+000	1.162434e+000	4.883136e-001
8.305093599633754e-003	1.979814e+000	1.180775e+000	4.881900e-001
8.314859224633753e-003	1.994637e+000	1.199175e+000	4.884125e-001
8.324624849633753e-003	1.999982e+000	1.213398e+000	4.891276e-001
8.334390474633753e-003	1.995799e+000	1.222120e+000	4.903288e-001
8.344156099633753e-003	1.982126e+000	1.225971e+000	4.918254e-001
8.353921724633753e-003	1.959094e+000	1.226378e+000	4.933599e-001
8.363687349633752e-003	1.926923e+000	1.224844e+000	4.947482e-001
8.373452974633752e-003	1.885919e+000	1.222507e+000	4.959212e-001
8.383218599633752e-003	1.836473e+000	1.219999e+000	4.968851e-001
8.392984224633752e-003	1.779056e+000	1.217562e+000	4.976720e-001
8.402749849633752e-003	1.714216e+000	1.215250e+000	4.983146e-001
8.412515474633751e-003	1.642569e+000	1.213053e+000	4.988389e-001
8.422281099633751e-003	1.564800e+000	1.210956e+000	4.992652e-001
8.432046724633751e-003	1.481648e+000	1.208943e+000	4.996087e-001
8.441812349633751e-003	1.393907e+000	1.207003e+000	4.998815e-001
8.451577974633751e-003	1.302412e+000	1.205125e+000	5.000933e-001
8.461343599633750e-003	1.208035e+000	1.203302e+000	5.002520e-001
8.471109224633750e-003	1.111676e+000	1.201527e+000	5.003639e-001
8.480874849633750e-003	1.014253e+000	1.199795e+000	5.004343e-001
8.490640474633750e-003	9.166936e-001	1.198102e+000	5.004679e-001
8.500406099633749e-003	8.199283e-001	1.196444e+000	5.004683e-001
8.510171724633749e-003	7.248790e-001	1.194817e+000	5.004389e-001
8.519937349633749e-003	6.324513e-001	1.193218e+000	5.003825e-001
8.529702974633749e-003	5.435261e-001	1.191646e+000	5.003016e-001
8.539468599633749e-003	4.589507e-001	1.190098e+000	5.001983e-001
8.549234224633748e-003	3.795310e-001	1.188572e+000	5.000744e-001
8.558999849633748e-003	3.060239e-001	1.187067e+000	4.999318e-001
8.568765474633748e-003	2.391298e-001	1.185580e+000	4.997717e-001
8.578531099633748e-003	1.794862e-001	1.184111e+000	4.995957e-001
8.588296724633748e-003	1.276613e-001	1.182658e+000	4.994047e-001
8.598062349633747e-003	8.414917e-002	1.181221e+000	4.992000e-001
8.607827974633747e-003	4.936430e-002	1.179798e+000	4.989825e-001
8.617593599633747e-003	2.363820e-002	1.178389e+000	4.987531e-001
8.627359224633747e-003	7.216013e-003	1.176993e+000	4.985125e-001
8.637124849633747e-003	2.542287e-004	1.175609e+000	4.982615e-001
8.646890474633746e-003	2.819188e-003	1.174235e+000	4.980007e-001
8.656656099633746e-003	1.488645e-002	1.172873e+000	4.977308e-001
8.666421724633746e-003	3.634102e-002	1.171521e+000	4.974523e-001
8.676187349633746e-003	6.697846e-002	1.170178e+000	4.971657e-001
8.685952974633746e-003	1.065068e-001	1.168845e+000	4.968714e-001
8.695718599633745e-003	1.545494e-001	1.167521e+000	4.965701e-001
8.705484224633745e-003	2.106485e-001	1.166205e+000	4.962619e-001
8.715249849633745e-003	2.742694e-001	1.164896e+000	4.959473e-001
8.725015474633745e-003	3.448059e-001	1.163596e+000	4.956267e-001
8.734781099633745e-003	4.215858e-001	1.162303e+000	4.953004e-001
8.744546724633744e-003	5.038776e-001	1.161017e+000	4.949686e-001
8.754312349633744e-003	5.908970e-001	1.159737e+000	4.946317e-001
8.773843599633744e-003	7.757647e-001	1.157197e+000	4.939435e-001
8.803140474633743e-003	1.066761e+000	1.153432e+000	4.928789e-001
8.832437349633742e-003	1.352068e+000	1.149714e+000	4.917801e-001
8.842202974633742e-003	1.441649e+000	1.148485e+000	4.914072e-001
8.851968599633742e-003	1.527021e+000	1.147260e+000	4.910311e-001
8.861734224633742e-003	1.607372e+000	1.146040e+000	4.906520e-001
8.871499849633742e-003	1.681934e+000	1.144827e+000	4.902702e-001
8.881265474633741e-003	1.749999e+000	1.143642e+000	4.898857e-001
8.891031099633741e-003	1.810917e+000	1.142663e+000	4.894990e-001
8.900796724633741e-003	1.864107e+000	1.142815e+000	4.891127e-001
8.910562349633741e-003	1.909063e+000	1.146652e+000	4.887371e-001
8.920327974633741e-003	1.945356e+000	1.157211e+000	4.884062e-001
8.930093599633740e-003	1.972641e+000	1.174255e+000	4.882059e-001
8.939859224633740e-003	1.990658e+000	1.193238e+000	4.882903e-001
8.949624849633740e-003	1.999234e+000	1.209168e+000	4.888286e-001
8.959390474633740e-003	1.998289e+000	1.219758e+000	4.898778e-001
8.969156099633740e-003	1.987830e+000	1.225127e+000	4.913027e-001
8.978921724633739e-003	1.967959e+000	1.226528e+000	4.928504e-001
8.988687349633739e-003	1.938863e+000	1.225501e+000	4.943014e-001
8.998452974633739e-003	1.900821e+000	1.223342e+000	4.955493e-001
9.008218599633739e-003	1.854195e+000	1.220850e+000	4.965811e-001
9.017984224633738e-003	1.799429e+000	1.218377e+000	4.974242e-001
9.027749849633738e-003	1.737046e+000	1.216022e+000	4.981124e-001
9.037515474633738e-003	1.667638e+000	1.213788e+000	4.986743e-001
9.047281099633738e-003	1.591869e+000	1.211659e+000	4.991319e-001
9.057046724633738e-003	1.510460e+000	1.209619e+000	4.995020e-001
9.066812349633737e-003	1.424187e+000	1.207655e+000	4.997976e-001
9.076577974633737e-003	1.333871e+000	1.205757e+000	5.000292e-001
9.086343599633737e-003	1.240374e+000	1.203916e+000	5.002052e-001
9.096109224633737e-003	1.144586e+000	1.202125e+000	5.003322e-001
9.105874849633737e-003	1.047421e+000	1.200380e+000	5.004162e-001
9.115640474633736e-003	9.498033e-001	1.198674e+000	5.004618e-001
9.125406099633736e-003	8.526643e-001	1.197004e+000	5.004731e-001
9.135171724633736e-003	7.569293e-001	1.195367e+000	5.004535e-001
9.144937349633736e-003	6.635105e-001	1.193759e+000	5.004060e-001
9.154702974633736e-003	5.732982e-001	1.192178e+000	5.003331e-001
9.164468599633735e-003	4.871520e-001	1.190622e+000	5.002372e-001
9.174234224633735e-003	4.058928e-001	1.189089e+000	5.001201e-001
9.183999849633735e-003	3.302950e-001	1.187577e+000	4.999836e-001
9.193765474633735e-003	2.610788e-001	1.186084e+000	4.998293e-001
9.203531099633735e-003	1.989040e-001	1.184609e+000	4.996585e-001
9.213296724633734e-003	1.443630e-001	1.183151e+000	4.994725e-001
9.223062349633734e-003	9.797550e-002	1.181709e+000	4.992724e-001
9.232827974633734e-003	6.018352e-002	1.180281e+000	4.990591e-001
9.242593599633734e-003	3.134721e-002	1.178867e+000	4.988337e-001
9.252359224633733e-003	1.174136e-002	1.177467e+000	4.985968e-001
9.262124849633733e-003	1.552781e-003	1.176078e+000	4.983492e-001
9.271890474633733e-003	8.785760e-004	1.174701e+000	4.980917e-001
9.281656099633733e-003	9.725166e-003	1.173336e+000	4.978248e-001
9.291421724633733e-003	2.800825e-002	1.171980e+000	4.975491e-001
9.301187349633732e-003	5.555360e-002	1.170634e+000	4.972652e-001
9.310952974633732e-003	9.209874e-002	1.169298e+000	4.969735e-001
9.320718599633732e-003	1.372954e-001	1.167971e+000	4.966745e-001
9.330484224633732e-003	1.907130e-001	1.166652e+000	4.963686e-001
9.340249849633732e-003	2.518423e-001	1.165341e+000	4.960561e-001
9.350015474633731e-003	3.201010e-001	1.164038e+000	4.957375e-001
9.359781099633731e-003	3.948386e-001	1.162742e+000	4.954131e-001
9.369546724633731e-003	4.753428e-001	1.161454e+000	4.950831e-001
9.379312349633731e-003	5.608466e-001	1.160172e+000	4.947479e-001
9.389077974633731e-003	6.505352e-001	1.158897e+000	4.944078e-001
9.408609224633730e-003	8.390162e-001	1.156365e+000	4.937136e-001
9.437906099633730e-003	1.130905e+000	1.152610e+000	4.926410e-001
9.467202974633729e-003	1.411638e+000	1.148903e+000	4.915354e-001
9.476968599633729e-003	1.498534e+000	1.147677e+000	4.911604e-001
9.486734224633728e-003	1.580679e+000	1.146455e+000	4.907824e-001
9.496499849633728e-003	1.657291e+000	1.145239e+000	4.904014e-001
9.506265474633728e-003	1.727640e+000	1.144038e+000	4.900178e-001
9.516031099633728e-003	1.791055e+000	1.142943e+000	4.896318e-001
9.525796724633728e-003	1.846932e+000	1.142515e+000	4.892448e-001
9.535562349633727e-003	1.894738e+000	1.144719e+000	4.888634e-001
9.545327974633727e-003	1.934018e+000	1.152779e+000	4.885109e-001
9.555093599633727e-003	1.964398e+000	1.167958e+000	4.882521e-001
9.564859224633727e-003	1.985587e+000	1.186918e+000	4.882191e-001
9.574624849633727e-003	1.997386e+000	1.204297e+000	4.885880e-001
9.584390474633726e-003	1.999679e+000	1.216781e+000	4.894688e-001
9.594156099633726e-003	1.992447e+000	1.223820e+000	4.907915e-001
9.603921724633726e-003	1.975757e+000	1.226399e+000	4.923264e-001
9.613687349633726e-003	1.949770e+000	1.226031e+000	4.938281e-001
9.623452974633726e-003	1.914731e+000	1.224141e+000	4.951499e-001
9.633218599633725e-003	1.870976e+000	1.221704e+000	4.962531e-001
9.642984224633725e-003	1.818922e+000	1.219205e+000	4.971563e-001
9.652749849633725e-003	1.759064e+000	1.216807e+000	4.978936e-001
9.662515474633725e-003	1.691972e+000	1.214533e+000	4.984957e-001
9.672281099633725e-003	1.618287e+000	1.212371e+000	4.989866e-001
9.682046724633724e-003	1.538710e+000	1.210302e+000	4.993848e-001
9.691812349633724e-003	1.453999e+000	1.208313e+000	4.997044e-001
9.701577974633724e-003	1.364962e+000	1.206394e+000	4.999567e-001
9.711343599633724e-003	1.272448e+000	1.204535e+000	5.001507e-001
9.721109224633723e-003	1.177337e+000	1.202728e+000	5.002937e-001
9.730874849633723e-003	1.080536e+000	1.200967e+000	5.003917e-001
9.740640474633723e-003	9.829683e-001	1.199248e+000	5.004498e-001
9.750406099633723e-003	8.855625e-001	1.197567e+000	5.004724e-001
9.760171724633723e-003	7.892472e-001	1.195919e+000	5.004629e-001
9.769937349633722e-003	6.949402e-001	1.194301e+000	5.004246e-001
9.779702974633722e-003	6.035401e-001	1.192712e+000	5.003600e-001
9.789468599633722e-003	5.159180e-001	1.191148e+000	5.002717e-001
9.799234224633722e-003	4.329088e-001	1.189607e+000	5.001615e-001
9.808999849633722e-003	3.553035e-001	1.188087e+000	5.000315e-001
9.818765474633721e-003	2.838416e-001	1.186588e+000	4.998831e-001
9.828531099633721e-003	2.192041e-001	1.185107e+000	4.997178e-001
9.838296724633721e-003	1.620069e-001	1.183644e+000	4.995368e-001
9.848062349633721e-003	1.127951e-001	1.182196e+000	4.993414e-001
9.857827974633721e-003	7.203763e-002	1.180764e+000	4.991325e-001
9.867593599633720e-003	4.012287e-002	1.179345e+000	4.989110e-001
9.877359224633720e-003	1.735493e-002	1.177940e+000	4.986779e-001
9.887124849633720e-003	3.950787e-003	1.176548e+000	4.984339e-001
9.896890474633720e-003	3.815999e-005	1.175167e+000	4.981797e-001
9.906656099633720e-003	5.654335e-003	1.173798e+000	4.979159e-001
9.916421724633719e-003	2.074580e-002	1.172439e+000	4.976432e-001
9.926187349633719e-003	4.516874e-002	1.171090e+000	4.973620e-001
9.935952974633719e-003	7.869042e-002	1.169750e+000	4.970729e-001
9.945718599633719e-003	1.209914e-001	1.168420e+000	4.967763e-001
9.955484224633718e-003	1.716686e-001	1.167098e+000	4.964727e-001
9.965249849633718e-003	2.302392e-001	1.165785e+000	4.961624e-001
9.975015474633718e-003	2.961448e-001	1.164479e+000	4.958459e-001
9.984781099633718e-003	3.687577e-001	1.163181e+000	4.955234e-001
9.994546724633718e-003	4.473858e-001	1.161889e+000	4.951959e-001
1.000000000000000e-002	4.936344e-001	1.161170e+000	4.950110e-001
